25.000000 0.058209 0.000000 0.941791
31.000000 0.075896 0.000000 0.924104
37.000000 0.095821 0.000000 0.904179
43.000000 0.119478 0.000000 0.880522
49.000000 0.149725 0.000000 0.850275
55.000000 0.191369 0.000000 0.808631
63.000000 0.276137 0.000000 0.723863
71.000000 0.405053 0.000000 0.594947
78.000000 0.545496 0.000000 0.454504
86.000000 0.702047 0.000000 0.297953
94.000000 0.820828 -0.000000 0.179172
102.000000 0.895802 -0.000000 0.104198
110.000000 0.938838 0.000000 0.061162
120.000000 0.966925 -0.000000 0.033075
130.000000 0.980679 -0.000000 0.019321
