500 71.605347 10.614432 60.990917 0.000000 0.000000 0.000000 0.000000
1000 70.155579 5.706242 64.449341 0.000000 0.000000 0.000000 0.000000
1500 68.429779 7.157393 61.272385 0.000000 0.000000 0.000000 0.000000
2000 63.184677 11.741247 51.443428 0.000000 0.000000 0.000000 0.000000
2500 59.461876 7.288756 52.173119 0.000000 0.000000 0.000000 0.000000
3000 62.543797 7.927379 54.616417 0.000000 0.000000 0.000000 0.000000
3500 66.157578 8.753364 57.404213 0.000000 0.000000 0.000000 0.000000
4000 59.980713 7.104568 52.876144 0.000000 0.000000 0.000000 0.000000
4500 71.794319 8.413466 63.380852 0.000000 0.000000 0.000000 0.000000
5000 62.586044 13.641284 48.944759 0.000000 0.000000 0.000000 0.000000
500 61.459602 7.424944 54.034657 0.000000 0.000000 0.000000 0.000000
1000 68.375603 12.836900 55.538704 0.000000 0.000000 0.000000 0.000000
1500 69.086777 6.006884 63.079895 0.000000 0.000000 0.000000 0.000000
2000 68.023697 8.863009 59.160686 0.000000 0.000000 0.000000 0.000000
2500 63.858612 11.040461 52.818150 0.000000 0.000000 0.000000 0.000000
3000 64.659897 10.153563 54.506336 0.000000 0.000000 0.000000 0.000000
3500 68.910019 9.105540 59.804482 0.000000 0.000000 0.000000 0.000000
4000 61.042419 9.300276 51.742146 0.000000 0.000000 0.000000 0.000000
4500 70.422295 9.785608 60.636688 0.000000 0.000000 0.000000 0.000000
5000 69.444054 11.577196 58.211536 -0.344681 0.000000 0.000000 0.000000
500 66.448761 6.028183 60.420574 0.000000 0.000000 0.000000 0.000000
1000 60.886120 9.690747 51.195374 0.000000 0.000000 0.000000 0.000000
1500 72.100311 9.494047 62.878967 -0.272703 0.000000 0.000000 0.000000
2000 63.170902 6.461273 56.709629 0.000000 0.000000 0.000000 0.000000
2500 68.075821 8.442142 59.633682 0.000000 0.000000 0.000000 0.000000
3000 65.831657 10.311071 55.520584 0.000000 0.000000 0.000000 0.000000
3500 77.456772 15.213491 62.243279 0.000000 0.000000 0.000000 0.000000
4000 62.297607 7.770111 54.527496 0.000000 0.000000 0.000000 0.000000
4500 60.265282 13.118666 47.146618 0.000000 0.000000 0.000000 0.000000
5000 59.051594 9.863194 49.188400 0.000000 0.000000 0.000000 0.000000
500 63.099728 10.071313 53.028416 0.000000 0.000000 0.000000 0.000000
1000 68.392410 9.638237 58.807407 -0.053239 0.000000 0.000000 0.000000
1500 73.311348 12.489607 60.821739 0.000000 0.000000 0.000000 0.000000
2000 64.290596 10.519456 53.771137 0.000000 0.000000 0.000000 0.000000
