500 49.526901 6.436194 47.735191 -0.110082 -4.534406 0.000000 0.000000
1000 37.458679 7.788375 43.294968 -0.176189 -13.448475 0.000000 0.000000
1500 28.250595 10.371073 31.389099 -0.180378 -13.329197 0.000000 0.000000
2000 44.272003 11.274613 48.798767 -0.262163 -15.539213 0.000000 0.000000
2500 40.129864 11.879533 43.975258 -0.253880 -15.471046 0.000000 0.000000
3000 39.424126 9.002080 47.433441 -0.356026 -16.655367 0.000000 0.000000
3500 43.900482 11.481036 42.226311 -0.270600 -9.536266 0.000000 0.000000
4000 45.795544 9.053992 48.490120 -0.667502 -11.081066 0.000000 0.000000
4500 39.608784 12.070249 47.532642 -4.403676 -15.590431 0.000000 0.000000
5000 36.912647 7.801308 47.783062 -3.320279 -15.351444 0.000000 0.000000
500 27.813860 9.637295 37.182869 -4.890332 -14.115973 0.000000 0.000000
1000 34.402004 7.744629 47.213406 -4.963532 -15.592499 0.000000 0.000000
1500 33.257954 7.429507 45.342342 -6.014931 -13.498966 0.000000 0.000000
2000 26.374962 6.220489 39.546665 -5.737648 -13.654546 0.000000 0.000000
2500 31.096897 12.214687 40.245701 -7.725513 -13.637977 0.000000 0.000000
3000 45.137280 10.905128 48.493729 -4.886621 -9.374957 0.000000 0.000000
3500 39.781742 8.497875 44.434944 -5.754462 -7.396614 0.000000 0.000000
4000 31.637842 8.145675 37.948574 -4.215409 -10.240999 0.000000 0.000000
4500 31.404984 6.606281 43.746838 -6.597125 -12.351009 0.000000 0.000000
5000 31.593824 7.328692 43.705223 -7.984140 -11.455950 0.000000 0.000000
500 24.196634 7.104430 39.670002 -6.185344 -16.392454 0.000000 0.000000
1000 20.479702 6.895897 35.018127 -7.140731 -14.293590 0.000000 0.000000
1500 28.149338 8.549477 36.168583 -6.373165 -10.195557 0.000000 0.000000
2000 32.615185 7.949849 38.779907 -6.141067 -7.973503 0.000000 0.000000
2500 31.557547 9.818793 39.399849 -5.999388 -11.661707 0.000000 0.000000
3000 19.461235 12.300018 29.083704 -6.363852 -15.558633 0.000000 0.000000
3500 28.775993 7.442760 42.201561 -6.658978 -14.209351 0.000000 0.000000
4000 28.038033 11.564750 35.976250 -7.501761 -12.001205 0.000000 0.000000
4500 38.719460 5.886946 41.234211 -3.013855 -5.387842 0.000000 0.000000
5000 39.800205 10.670160 48.301754 -5.993510 -13.178201 0.000000 0.000000
