25.000000 0.034602 0.000000 0.965398
31.000000 0.046082 0.000000 0.953918
37.000000 0.059762 0.000000 0.940238
43.000000 0.077017 0.000000 0.922983
49.000000 0.100840 0.000000 0.899160
55.000000 0.137623 0.000000 0.862377
63.000000 0.228513 0.000000 0.771487
71.000000 0.398604 0.000000 0.601396
78.000000 0.595762 -0.000000 0.404238
86.000000 0.787084 0.000000 0.212916
94.000000 0.895594 -0.000000 0.104406
102.000000 0.945846 -0.000000 0.054154
110.000000 0.968365 -0.000000 0.031635
120.000000 0.980722 -0.000000 0.019278
130.000000 0.986274 0.000000 0.013726
