25.000000 0.061285 0.000000 0.938715
31.000000 0.078619 0.000000 0.921381
37.000000 0.098157 0.000000 0.901843
43.000000 0.121355 0.000000 0.878645
49.000000 0.150751 0.000000 0.849249
55.000000 0.190388 0.000000 0.809612
63.000000 0.268565 0.000000 0.731435
71.000000 0.384913 0.000000 0.615087
78.000000 0.513080 0.000000 0.486920
86.000000 0.662790 0.000000 0.337210
94.000000 0.784941 0.000000 0.215059
102.000000 0.867999 -0.000000 0.132001
110.000000 0.918723 0.000000 0.081277
120.000000 0.953493 0.000000 0.046507
130.000000 0.971127 0.000000 0.028873
