25.000000 0.072517 0.000000 0.927483
31.000000 0.107009 0.000000 0.892991
37.000000 0.158383 0.000000 0.841617
43.000000 0.237004 0.000000 0.762996
49.000000 0.351313 0.000000 0.648687
55.000000 0.495006 0.000000 0.504994
63.000000 0.685035 -0.000000 0.314965
71.000000 0.820534 -0.000000 0.179466
78.000000 0.890208 -0.000000 0.109792
86.000000 0.933755 0.000000 0.066245
94.000000 0.956645 -0.000000 0.043355
102.000000 0.969260 -0.000000 0.030741
110.000000 0.976637 -0.000000 0.023363
120.000000 0.982054 -0.000000 0.017946
130.000000 0.985227 -0.000000 0.014773
